total_syn,req_size,req_type,topo_size,increment_type
7.67E-05,4,order,mid,TRUE
7.47E-05,8,simple,mid,FALSE
7.59E-05,8,simple,mid,TRUE
6.42E-05,8,order,mid,FALSE
8.09E-05,8,order,mid,TRUE
7.97E-05,16,simple,mid,FALSE
7.90E-05,16,simple,mid,TRUE
7.49E-05,16,order,mid,FALSE
6.89E-05,16,order,mid,TRUE
8.03E-05,2,simple,large,FALSE
8.17E-05,2,simple,large,TRUE
9.89E-05,2,order,large,FALSE
7.84E-05,2,order,large,TRUE
7.35E-05,4,simple,large,FALSE
0.0001411,4,simple,large,TRUE
0.0001423,4,order,large,FALSE
0.0001532,4,order,large,TRUE
0.0001469,8,simple,large,FALSE
0.0001033,8,simple,large,TRUE
9.30E-05,8,order,large,FALSE
9.78E-05,8,order,large,TRUE
0.0001043,16,simple,large,FALSE
0.0001128,16,simple,large,TRUE
0.0001053,16,order,large,FALSE
0.0001068,16,order,large,TRUE
8.40E-05,2,simple,large,FALSE
8.53E-05,2,simple,large,TRUE
7.55E-05,2,order,large,FALSE
8.29E-05,2,order,large,TRUE
9.46E-05,4,simple,large,FALSE
9.42E-05,4,simple,large,TRUE
8.05E-05,4,order,large,FALSE
8.57E-05,4,order,large,TRUE
7.62E-05,8,simple,large,FALSE
7.18E-05,8,simple,large,TRUE
8.22E-05,8,order,large,FALSE
8.78E-05,8,order,large,TRUE
7.54E-05,16,simple,large,FALSE
6.97E-05,16,simple,large,TRUE
9.11E-05,16,order,large,FALSE
8.75E-05,16,order,large,TRUE
8.76E-05,2,simple,large,FALSE
9.00E-05,2,simple,large,TRUE
7.57E-05,2,order,large,FALSE
7.60E-05,2,order,large,TRUE
6.56E-05,4,simple,large,FALSE
8.57E-05,4,simple,large,TRUE
7.34E-05,4,order,large,FALSE
7.19E-05,4,order,large,TRUE
9.17E-05,8,simple,large,FALSE
9.49E-05,8,simple,large,TRUE
0.0001078,8,order,large,FALSE
0.0001079,8,order,large,TRUE
8.47E-05,16,simple,large,FALSE
8.07E-05,16,simple,large,TRUE
0.0001048,16,order,large,FALSE
8.86E-05,16,order,large,TRUE
6.58E-05,2,simple,large,FALSE
8.89E-05,2,simple,large,TRUE
7.88E-05,2,order,large,FALSE
7.52E-05,2,order,large,TRUE
7.83E-05,4,simple,large,FALSE
8.91E-05,4,simple,large,TRUE
7.82E-05,4,order,large,FALSE
7.98E-05,4,order,large,TRUE
8.83E-05,8,simple,large,FALSE
8.55E-05,8,simple,large,TRUE
8.29E-05,8,order,large,FALSE
7.03E-05,8,order,large,TRUE
0.0001208,16,simple,large,FALSE
8.75E-05,16,simple,large,TRUE
7.22E-05,16,order,large,FALSE
7.27E-05,16,order,large,TRUE
7.97E-05,2,simple,small,FALSE
7.56E-05,2,simple,small,TRUE
7.52E-05,2,order,small,FALSE
7.65E-05,2,order,small,TRUE
6.88E-05,4,simple,small,FALSE
0.0001117,4,simple,small,TRUE
6.26E-05,4,order,small,FALSE
5.16E-05,4,order,small,TRUE
4.28E-05,8,simple,small,FALSE
4.72E-05,8,simple,small,TRUE
4.47E-05,8,order,small,FALSE
5.38E-05,8,order,small,TRUE
5.56E-05,16,simple,small,FALSE
8.44E-05,16,simple,small,TRUE
8.25E-05,16,order,small,FALSE
8.68E-05,16,order,small,TRUE
7.61E-05,2,simple,small,FALSE
7.14E-05,2,simple,small,TRUE
5.74E-05,2,order,small,FALSE
5.27E-05,2,order,small,TRUE
3.99E-05,4,simple,small,FALSE
4.04E-05,4,simple,small,TRUE
3.91E-05,4,order,small,FALSE
4.21E-05,4,order,small,TRUE
7.80E-05,8,simple,small,FALSE
8.01E-05,8,simple,small,TRUE
7.29E-05,8,order,small,FALSE
7.94E-05,8,order,small,TRUE
7.80E-05,16,simple,small,FALSE
9.47E-05,16,simple,small,TRUE
7.54E-05,16,order,small,FALSE
7.24E-05,16,order,small,TRUE
5.90E-05,2,simple,small,FALSE
4.47E-05,2,simple,small,TRUE
3.60E-05,2,order,small,FALSE
3.73E-05,2,order,small,TRUE
4.78E-05,4,simple,small,FALSE
6.53E-05,4,simple,small,TRUE
8.75E-05,4,order,small,FALSE
9.65E-05,4,order,small,TRUE
7.12E-05,8,simple,small,FALSE
8.34E-05,8,simple,small,TRUE
7.58E-05,8,order,small,FALSE
8.78E-05,8,order,small,TRUE
6.95E-05,16,simple,small,FALSE
7.07E-05,16,simple,small,TRUE
5.46E-05,16,order,small,FALSE
5.09E-05,16,order,small,TRUE
5.99E-05,2,simple,small,FALSE
4.54E-05,2,simple,small,TRUE
6.78E-05,2,order,small,FALSE
7.22E-05,2,order,small,TRUE
5.97E-05,4,simple,small,FALSE
6.91E-05,4,simple,small,TRUE
0.0001301,4,order,small,FALSE
0.000122,4,order,small,TRUE
6.71E-05,8,simple,small,FALSE
6.81E-05,8,simple,small,TRUE
5.82E-05,8,order,small,FALSE
6.28E-05,8,order,small,TRUE
4.72E-05,16,simple,small,FALSE
5.17E-05,16,simple,small,TRUE
6.18E-05,16,order,small,FALSE
5.55E-05,16,order,small,TRUE
7.18E-05,2,simple,small,FALSE
8.35E-05,2,simple,small,TRUE
8.16E-05,2,order,small,FALSE
9.16E-05,2,order,small,TRUE
9.66E-05,4,simple,small,FALSE
8.40E-05,4,simple,small,TRUE
6.84E-05,4,order,small,FALSE
5.43E-05,4,order,small,TRUE
5.61E-05,8,simple,small,FALSE
5.87E-05,8,simple,small,TRUE
5.13E-05,8,order,small,FALSE
8.59E-05,8,order,small,TRUE
8.77E-05,16,simple,small,FALSE
0.0001145,16,simple,small,TRUE
9.02E-05,16,order,small,FALSE
9.16E-05,16,order,small,TRUE
7.99E-05,2,simple,mid,FALSE
6.63E-05,2,simple,mid,TRUE
5.60E-05,2,order,mid,FALSE
8.00E-05,2,order,mid,TRUE
7.56E-05,4,simple,mid,FALSE
8.33E-05,4,simple,mid,TRUE
7.21E-05,4,order,mid,FALSE
7.47E-05,4,order,mid,TRUE
4.87E-05,8,simple,mid,FALSE
5.84E-05,8,simple,mid,TRUE
5.55E-05,8,order,mid,FALSE
8.48E-05,8,order,mid,TRUE
7.85E-05,16,simple,mid,FALSE
8.85E-05,16,simple,mid,TRUE
8.30E-05,16,order,mid,FALSE
7.70E-05,16,order,mid,TRUE
6.12E-05,2,simple,mid,FALSE
4.83E-05,2,simple,mid,TRUE
3.99E-05,2,order,mid,FALSE
7.88E-05,2,order,mid,TRUE
7.53E-05,4,simple,mid,FALSE
7.57E-05,4,simple,mid,TRUE
6.84E-05,4,order,mid,FALSE
5.76E-05,4,order,mid,TRUE
5.11E-05,8,simple,mid,FALSE
5.17E-05,8,simple,mid,TRUE
6.93E-05,8,order,mid,FALSE
8.37E-05,8,order,mid,TRUE
8.25E-05,16,simple,mid,FALSE
9.22E-05,16,simple,mid,TRUE
8.07E-05,16,order,mid,FALSE
7.64E-05,16,order,mid,TRUE
6.39E-05,2,simple,mid,FALSE
5.39E-05,2,simple,mid,TRUE
8.11E-05,2,order,mid,FALSE
8.59E-05,2,order,mid,TRUE
8.62E-05,4,simple,mid,FALSE
7.94E-05,4,simple,mid,TRUE
5.72E-05,4,order,mid,FALSE
4.88E-05,4,order,mid,TRUE
4.76E-05,8,simple,mid,FALSE
9.22E-05,8,simple,mid,TRUE
7.54E-05,8,order,mid,FALSE
8.61E-05,8,order,mid,TRUE
8.24E-05,16,simple,mid,FALSE
8.08E-05,16,simple,mid,TRUE
6.29E-05,16,order,mid,FALSE
5.18E-05,16,order,mid,TRUE
7.30E-05,2,simple,mid,FALSE
9.71E-05,2,simple,mid,TRUE
7.00E-05,2,order,mid,FALSE
7.82E-05,2,order,mid,TRUE
7.08E-05,4,simple,mid,FALSE
7.29E-05,4,simple,mid,TRUE
6.90E-05,4,order,mid,FALSE
5.99E-05,4,order,mid,TRUE
7.85E-05,8,simple,mid,FALSE
8.46E-05,8,simple,mid,TRUE
7.92E-05,8,order,mid,FALSE
8.62E-05,8,order,mid,TRUE
7.18E-05,16,simple,mid,FALSE
6.69E-05,16,simple,mid,TRUE
5.41E-05,16,order,mid,FALSE
5.22E-05,16,order,mid,TRUE
7.85E-05,2,simple,mid,FALSE
8.61E-05,2,simple,mid,TRUE
7.41E-05,2,order,mid,FALSE
8.16E-05,2,order,mid,TRUE
5.82E-05,4,simple,mid,FALSE
6.42E-05,4,simple,mid,TRUE
7.37E-05,4,order,mid,FALSE
8.19E-05,4,order,mid,TRUE
9.21E-05,8,simple,mid,FALSE
9.05E-05,8,simple,mid,TRUE
7.56E-05,8,order,mid,FALSE
6.77E-05,8,order,mid,TRUE
9.63E-05,16,simple,mid,FALSE
9.87E-05,16,simple,mid,TRUE
0.0001229,16,order,mid,FALSE
9.03E-05,16,order,mid,TRUE
7.89E-05,2,simple,large,FALSE
7.74E-05,2,simple,large,TRUE
6.49E-05,2,order,large,FALSE
0.0001354,2,order,large,TRUE
6.95E-05,4,simple,large,FALSE
7.12E-05,4,simple,large,TRUE
7.49E-05,4,order,large,FALSE
7.96E-05,4,order,large,TRUE
7.09E-05,8,simple,large,FALSE
8.14E-05,8,simple,large,TRUE
8.45E-05,8,order,large,FALSE
8.38E-05,8,order,large,TRUE
8.83E-05,16,simple,large,FALSE
8.67E-05,16,simple,large,TRUE
7.81E-05,16,order,large,FALSE
9.11E-05,16,order,large,TRUE
6.95E-05,2,simple,large,FALSE
6.32E-05,2,simple,large,TRUE
9.00E-05,2,order,large,FALSE
8.34E-05,2,order,large,TRUE
7.05E-05,4,simple,large,FALSE
6.36E-05,4,simple,large,TRUE
8.04E-05,4,order,large,FALSE
0.0001156,4,order,large,TRUE
8.69E-05,8,simple,large,FALSE
7.40E-05,8,simple,large,TRUE
9.81E-05,8,order,large,FALSE
8.77E-05,8,order,large,TRUE
7.84E-05,16,simple,large,FALSE
7.66E-05,16,simple,large,TRUE
8.92E-05,16,order,large,FALSE
8.81E-05,16,order,large,TRUE
6.99E-05,2,simple,large,FALSE
9.23E-05,2,simple,large,TRUE
8.19E-05,2,order,large,FALSE
0.0001289,2,order,large,TRUE
7.63E-05,4,simple,large,FALSE
0.0001448,4,simple,large,TRUE
7.17E-05,4,order,large,FALSE
7.55E-05,4,order,large,TRUE
8.07E-05,8,simple,large,FALSE
8.45E-05,8,simple,large,TRUE
8.12E-05,8,order,large,FALSE
8.22E-05,8,order,large,TRUE
0.0001033,16,simple,large,FALSE
9.50E-05,16,simple,large,TRUE
9.17E-05,16,order,large,FALSE
0.0001442,16,order,large,TRUE
7.82E-05,2,simple,large,FALSE
8.07E-05,2,simple,large,TRUE
7.37E-05,2,order,large,FALSE
7.64E-05,2,order,large,TRUE
7.62E-05,4,simple,large,FALSE
8.80E-05,4,simple,large,TRUE
7.44E-05,4,order,large,FALSE
7.50E-05,4,order,large,TRUE
8.59E-05,8,simple,large,FALSE
9.13E-05,8,simple,large,TRUE
8.01E-05,8,order,large,FALSE
8.54E-05,8,order,large,TRUE
8.84E-05,16,simple,large,FALSE
0.0001135,16,simple,large,TRUE
8.29E-05,16,order,large,FALSE
0.0001009,16,order,large,TRUE
8.51E-05,2,simple,small,FALSE
8.03E-05,2,simple,small,TRUE
7.40E-05,2,order,small,FALSE
7.32E-05,2,order,small,TRUE
5.71E-05,4,simple,small,FALSE
7.97E-05,4,simple,small,TRUE
7.94E-05,4,order,small,FALSE
7.55E-05,4,order,small,TRUE
8.01E-05,8,simple,small,FALSE
0.0001128,8,simple,small,TRUE
8.02E-05,8,order,small,FALSE
8.38E-05,8,order,small,TRUE
7.79E-05,16,simple,small,FALSE
0.0001104,16,simple,small,TRUE
0.000106,16,order,small,FALSE
8.81E-05,16,order,small,TRUE
6.68E-05,2,simple,small,FALSE
8.47E-05,2,simple,small,TRUE
6.45E-05,2,order,small,FALSE
7.26E-05,2,order,small,TRUE
6.77E-05,4,simple,small,FALSE
7.80E-05,4,simple,small,TRUE
8.05E-05,4,order,small,FALSE
8.02E-05,4,order,small,TRUE
7.51E-05,8,simple,small,FALSE
8.05E-05,8,simple,small,TRUE
7.71E-05,8,order,small,FALSE
8.22E-05,8,order,small,TRUE
8.11E-05,16,simple,small,FALSE
7.84E-05,16,simple,small,TRUE
6.87E-05,16,order,small,FALSE
7.66E-05,16,order,small,TRUE
6.77E-05,2,simple,small,FALSE
6.61E-05,2,simple,small,TRUE
8.58E-05,2,order,small,FALSE
0.0001053,2,order,small,TRUE
8.24E-05,4,simple,small,FALSE
8.51E-05,4,simple,small,TRUE
7.67E-05,4,order,small,FALSE
8.23E-05,4,order,small,TRUE
7.90E-05,8,simple,small,FALSE
7.75E-05,8,simple,small,TRUE
6.37E-05,8,order,small,FALSE
5.66E-05,8,order,small,TRUE
4.74E-05,16,simple,small,FALSE
7.76E-05,16,simple,small,TRUE
6.46E-05,16,order,small,FALSE
7.93E-05,16,order,small,TRUE
6.96E-05,2,simple,small,FALSE
7.84E-05,2,simple,small,TRUE
4.98E-05,2,order,small,FALSE
4.37E-05,2,order,small,TRUE
3.71E-05,4,simple,small,FALSE
4.26E-05,4,simple,small,TRUE
4.88E-05,4,order,small,FALSE
5.72E-05,4,order,small,TRUE
5.41E-05,8,simple,small,FALSE
4.94E-05,8,simple,small,TRUE
5.98E-05,8,order,small,FALSE
6.29E-05,8,order,small,TRUE
4.96E-05,16,simple,small,FALSE
9.76E-05,16,simple,small,TRUE
9.15E-05,16,order,small,FALSE
9.40E-05,16,order,small,TRUE
8.05E-05,2,simple,small,FALSE
8.66E-05,2,simple,small,TRUE
7.54E-05,2,order,small,FALSE
7.34E-05,2,order,small,TRUE
5.91E-05,4,simple,small,FALSE
6.04E-05,4,simple,small,TRUE
4.64E-05,4,order,small,FALSE
5.28E-05,4,order,small,TRUE
8.18E-05,8,simple,small,FALSE
8.93E-05,8,simple,small,TRUE
7.93E-05,8,order,small,FALSE
8.33E-05,8,order,small,TRUE
8.31E-05,16,simple,small,FALSE
9.57E-05,16,simple,small,TRUE
9.14E-05,16,order,small,FALSE
9.06E-05,16,order,small,TRUE
6.82E-05,2,simple,mid,FALSE
8.51E-05,2,simple,mid,TRUE
7.63E-05,2,order,mid,FALSE
8.05E-05,2,order,mid,TRUE
7.73E-05,4,simple,mid,FALSE
9.44E-05,4,simple,mid,TRUE
7.78E-05,4,order,mid,FALSE
8.71E-05,4,order,mid,TRUE
9.54E-05,8,simple,mid,FALSE
0.000104,8,simple,mid,TRUE
9.58E-05,8,order,mid,FALSE
8.29E-05,8,order,mid,TRUE
7.32E-05,16,simple,mid,FALSE
6.95E-05,16,simple,mid,TRUE
6.31E-05,16,order,mid,FALSE
0.0001178,16,order,mid,TRUE
8.01E-05,2,simple,mid,FALSE
7.32E-05,2,simple,mid,TRUE
6.82E-05,2,order,mid,FALSE
6.27E-05,2,order,mid,TRUE
4.95E-05,4,simple,mid,FALSE
9.21E-05,4,simple,mid,TRUE
7.45E-05,4,order,mid,FALSE
8.76E-05,4,order,mid,TRUE
7.96E-05,8,simple,mid,FALSE
8.06E-05,8,simple,mid,TRUE
7.18E-05,8,order,mid,FALSE
7.73E-05,8,order,mid,TRUE
7.01E-05,16,simple,mid,FALSE
8.53E-05,16,simple,mid,TRUE
8.15E-05,16,order,mid,FALSE
0.0001118,16,order,mid,TRUE
7.37E-05,2,simple,mid,FALSE
7.33E-05,2,simple,mid,TRUE
8.86E-05,2,order,mid,FALSE
0.0001006,2,order,mid,TRUE
8.41E-05,4,simple,mid,FALSE
8.23E-05,4,simple,mid,TRUE
6.95E-05,4,order,mid,FALSE
8.37E-05,4,order,mid,TRUE
7.42E-05,8,simple,mid,FALSE
9.11E-05,8,simple,mid,TRUE
0.0001106,8,order,mid,FALSE
8.86E-05,8,order,mid,TRUE
8.94E-05,16,simple,mid,FALSE
9.74E-05,0.0029673,2,simple,small
6.80E-05,2,simple,small,TRUE
5.48E-05,2,order,small,FALSE
5.36E-05,2,order,small,TRUE
6.91E-05,4,simple,small,FALSE
6.73E-05,4,simple,small,TRUE
5.20E-05,4,order,small,FALSE
5.85E-05,4,order,small,TRUE
5.49E-05,8,simple,small,FALSE
6.64E-05,8,simple,small,TRUE
0.000106,8,order,small,FALSE
8.34E-05,8,order,small,TRUE
8.34E-05,16,simple,small,FALSE
8.58E-05,16,simple,small,TRUE
8.20E-05,16,order,small,FALSE
8.54E-05,16,order,small,TRUE
7.87E-05,2,simple,small,FALSE
7.09E-05,2,simple,small,TRUE
5.50E-05,2,order,small,FALSE
4.63E-05,2,order,small,TRUE
4.01E-05,4,simple,small,FALSE
4.76E-05,4,simple,small,TRUE
7.89E-05,4,order,small,FALSE
8.03E-05,4,order,small,TRUE
7.49E-05,8,simple,small,FALSE
7.85E-05,8,simple,small,TRUE
8.21E-05,8,order,small,FALSE
7.98E-05,8,order,small,TRUE
8.51E-05,16,simple,small,FALSE
7.33E-05,16,simple,small,TRUE
7.41E-05,16,order,small,FALSE
8.00E-05,16,order,small,TRUE
7.16E-05,2,simple,small,FALSE
7.69E-05,2,simple,small,TRUE
7.65E-05,2,order,small,FALSE
7.56E-05,2,order,small,TRUE
7.17E-05,4,simple,small,FALSE
8.20E-05,4,simple,small,TRUE
7.93E-05,4,order,small,FALSE
7.75E-05,4,order,small,TRUE
6.07E-05,8,simple,small,FALSE
5.79E-05,8,simple,small,TRUE
4.78E-05,8,order,small,FALSE
5.80E-05,8,order,small,TRUE
7.91E-05,16,simple,small,FALSE
8.49E-05,16,simple,small,TRUE
8.91E-05,16,order,small,FALSE
8.93E-05,16,order,small,TRUE
7.76E-05,2,simple,small,FALSE
7.79E-05,2,simple,small,TRUE
7.13E-05,2,order,small,FALSE
8.62E-05,2,order,small,TRUE
6.98E-05,4,simple,small,FALSE
7.36E-05,4,simple,small,TRUE
5.69E-05,4,order,small,FALSE
4.66E-05,4,order,small,TRUE
4.45E-05,8,simple,small,FALSE
5.07E-05,8,simple,small,TRUE
4.40E-05,8,order,small,FALSE
4.81E-05,8,order,small,TRUE
8.42E-05,16,simple,small,FALSE
8.95E-05,16,simple,small,TRUE
8.84E-05,16,order,small,FALSE
9.32E-05,16,order,small,TRUE
7.69E-05,2,simple,small,FALSE
7.78E-05,2,simple,small,TRUE
6.96E-05,2,order,small,FALSE
4.98E-05,2,order,small,TRUE
6.73E-05,4,simple,small,FALSE
5.61E-05,4,simple,small,TRUE
3.77E-05,4,order,small,FALSE
7.13E-05,4,order,small,TRUE
0.0001232,8,simple,small,FALSE
0.0001031,8,simple,small,TRUE
7.45E-05,8,order,small,FALSE
8.59E-05,8,order,small,TRUE
8.23E-05,16,simple,small,FALSE
8.71E-05,16,simple,small,TRUE
8.23E-05,16,order,small,FALSE
8.18E-05,16,order,small,TRUE
6.45E-05,2,simple,mid,FALSE
5.09E-05,2,simple,mid,TRUE
7.69E-05,2,order,mid,FALSE
8.54E-05,2,order,mid,TRUE
7.74E-05,4,simple,mid,FALSE
0.0001066,4,simple,mid,TRUE
6.34E-05,4,order,mid,FALSE
6.76E-05,4,order,mid,TRUE
5.51E-05,8,simple,mid,FALSE
8.58E-05,8,simple,mid,TRUE
8.30E-05,8,order,mid,FALSE
8.30E-05,8,order,mid,TRUE
9.15E-05,16,simple,mid,FALSE
8.62E-05,16,simple,mid,TRUE
8.26E-05,16,order,mid,FALSE
0.0001271,16,order,mid,TRUE
7.50E-05,2,simple,mid,FALSE
8.18E-05,2,simple,mid,TRUE
7.02E-05,2,order,mid,FALSE
6.70E-05,2,order,mid,TRUE
5.09E-05,4,simple,mid,FALSE
5.57E-05,4,simple,mid,TRUE
7.52E-05,4,order,mid,FALSE
9.24E-05,4,order,mid,TRUE
8.32E-05,8,simple,mid,FALSE
8.32E-05,8,simple,mid,TRUE
7.49E-05,8,order,mid,FALSE
7.46E-05,8,order,mid,TRUE
7.46E-05,16,simple,mid,FALSE
7.15E-05,16,simple,mid,TRUE
8.32E-05,16,order,mid,FALSE
8.85E-05,16,order,mid,TRUE
7.28E-05,2,simple,mid,FALSE
7.31E-05,2,simple,mid,TRUE
6.21E-05,2,order,mid,FALSE
5.23E-05,2,order,mid,TRUE
4.97E-05,4,simple,mid,FALSE
8.11E-05,4,simple,mid,TRUE
7.86E-05,4,order,mid,FALSE
8.02E-05,4,order,mid,TRUE
7.95E-05,8,simple,mid,FALSE
8.24E-05,8,simple,mid,TRUE
6.80E-05,8,order,mid,FALSE
5.88E-05,8,order,mid,TRUE
9.06E-05,16,simple,mid,FALSE
9.38E-05,16,simple,mid,TRUE
9.60E-05,16,order,mid,FALSE
0.0001029,16,order,mid,TRUE
7.28E-05,2,simple,mid,FALSE
6.43E-05,2,simple,mid,TRUE
5.06E-05,2,order,mid,FALSE
8.79E-05,2,order,mid,TRUE
8.80E-05,4,simple,mid,FALSE
8.72E-05,4,simple,mid,TRUE
7.71E-05,4,order,mid,FALSE
7.17E-05,4,order,mid,TRUE
7.55E-05,8,simple,mid,FALSE
6.23E-05,8,simple,mid,TRUE
7.88E-05,8,order,mid,FALSE
8.72E-05,8,order,mid,TRUE
9.02E-05,16,simple,mid,FALSE
9.25E-05,16,simple,mid,TRUE
8.44E-05,16,order,mid,FALSE
7.05E-05,16,order,mid,TRUE
7.75E-05,2,simple,mid,FALSE
7.72E-05,2,simple,mid,TRUE
7.63E-05,2,order,mid,FALSE
7.78E-05,2,order,mid,TRUE
6.95E-05,4,simple,mid,FALSE
6.35E-05,4,simple,mid,TRUE
4.94E-05,4,order,mid,FALSE
8.10E-05,4,order,mid,TRUE
7.86E-05,8,simple,mid,FALSE
8.61E-05,8,simple,mid,TRUE
7.26E-05,8,order,mid,FALSE
7.06E-05,8,order,mid,TRUE
7.09E-05,16,simple,mid,FALSE
8.50E-05,16,simple,mid,TRUE
8.64E-05,16,order,mid,FALSE
8.61E-05,16,order,mid,TRUE
6.85E-05,2,simple,large,FALSE
8.32E-05,2,simple,large,TRUE
7.22E-05,2,order,large,FALSE
8.22E-05,2,order,large,TRUE
8.70E-05,4,simple,large,FALSE
7.91E-05,4,simple,large,TRUE
6.90E-05,4,order,large,FALSE
9.08E-05,4,order,large,TRUE
8.06E-05,8,simple,large,FALSE
8.17E-05,8,simple,large,TRUE
0.000125,8,order,large,FALSE
8.36E-05,8,order,large,TRUE
7.36E-05,16,simple,large,FALSE
0.0001056,16,simple,large,TRUE
8.49E-05,16,order,large,FALSE
9.14E-05,16,order,large,TRUE
8.26E-05,2,simple,large,FALSE
7.86E-05,2,simple,large,TRUE
7.90E-05,2,order,large,FALSE
8.39E-05,2,order,large,TRUE
7.69E-05,4,simple,large,FALSE
7.21E-05,4,simple,large,TRUE
8.69E-05,4,order,large,FALSE
8.28E-05,4,order,large,TRUE
6.99E-05,8,simple,large,FALSE
8.02E-05,8,simple,large,TRUE
0.000102,8,order,large,FALSE
9.44E-05,8,order,large,TRUE
8.14E-05,16,simple,large,FALSE
8.95E-05,16,simple,large,TRUE
8.61E-05,16,order,large,FALSE
9.58E-05,16,order,large,TRUE
8.51E-05,2,simple,large,FALSE
8.86E-05,2,simple,large,TRUE
7.93E-05,2,order,large,FALSE
0.000145,2,order,large,TRUE
7.59E-05,4,simple,large,FALSE
8.75E-05,4,simple,large,TRUE
8.04E-05,4,order,large,FALSE
0.0001008,4,order,large,TRUE
8.22E-05,8,simple,large,FALSE
8.96E-05,8,simple,large,TRUE
9.05E-05,8,order,large,FALSE
8.35E-05,8,order,large,TRUE
7.78E-05,16,simple,large,FALSE
0.0001001,16,simple,large,TRUE
8.66E-05,16,order,large,FALSE
9.69E-05,16,order,large,TRUE
7.95E-05,2,simple,large,FALSE
7.12E-05,2,simple,large,TRUE
7.87E-05,2,order,large,FALSE
8.37E-05,2,order,la0.0193926,2
0.0003642,2,simple,small,TRUE
3.83E-05,2,order,small,FALSE
4.11E-05,2,order,small,TRUE
3.83E-05,4,simple,small,FALSE
4.14E-05,4,simple,small,TRUE
5.49E-05,4,order,small,FALSE
6.06E-05,4,order,small,TRUE
5.27E-05,8,simple,small,FALSE
4.38E-05,8,simple,small,TRUE
4.39E-05,8,order,small,FALSE
8.46E-05,8,order,small,TRUE
8.32E-05,16,simple,small,FALSE
0.0001116,16,simple,small,TRUE
8.90E-05,16,order,small,FALSE
7.95E-05,16,order,small,TRUE
7.14E-05,2,simple,small,FALSE
6.61E-05,2,simple,small,TRUE
5.61E-05,2,order,small,FALSE
4.87E-05,2,order,small,TRUE
3.54E-05,4,simple,small,FALSE
3.47E-05,4,simple,small,TRUE
3.55E-05,4,order,small,FALSE
4.56E-05,4,order,small,TRUE
4.31E-05,8,simple,small,FALSE
7.72E-05,8,simple,small,TRUE
7.06E-05,8,order,small,FALSE
7.48E-05,8,order,small,TRUE
7.70E-05,16,simple,small,FALSE
8.88E-05,16,simple,small,TRUE
7.88E-05,16,order,small,FALSE
7.38E-05,16,order,small,TRUE
6.13E-05,2,simple,small,FALSE
4.71E-05,2,simple,small,TRUE
3.13E-05,2,order,small,FALSE
3.21E-05,2,order,small,TRUE
2.74E-05,4,simple,small,FALSE
3.09E-05,4,simple,small,TRUE
5.30E-05,4,order,small,FALSE
6.47E-05,4,order,small,TRUE
6.20E-05,8,simple,small,FALSE
7.24E-05,8,simple,small,TRUE
4.75E-05,8,order,small,FALSE
6.69E-05,8,order,small,TRUE
7.20E-05,16,simple,small,FALSE
7.31E-05,16,simple,small,TRUE
6.44E-05,16,order,small,FALSE
6.44E-05,16,order,small,TRUE
6.20E-05,2,simple,small,FALSE
4.29E-05,2,simple,small,TRUE
2.89E-05,2,order,small,FALSE
6.31E-05,2,order,small,TRUE
4.68E-05,4,simple,small,FALSE
3.43E-05,4,simple,small,TRUE
3.01E-05,4,order,small,FALSE
6.58E-05,4,order,small,TRUE
7.34E-05,8,simple,small,FALSE
5.85E-05,8,simple,small,TRUE
5.49E-05,8,order,small,FALSE
6.28E-05,8,order,small,TRUE
6.01E-05,16,simple,small,FALSE
7.25E-05,16,simple,small,TRUE
7.17E-05,16,order,small,FALSE
6.44E-05,16,order,small,TRUE
6.18E-05,2,simple,small,FALSE
5.21E-05,2,simple,small,TRUE
3.97E-05,2,order,small,FALSE
3.55E-05,2,order,small,TRUE
6.11E-05,4,simple,small,FALSE
4.65E-05,4,simple,small,TRUE
3.27E-05,4,order,small,FALSE
5.69E-05,4,order,small,TRUE
5.34E-05,8,simple,small,FALSE
5.81E-05,8,simple,small,TRUE
5.08E-05,8,order,small,FALSE
6.64E-05,8,order,small,TRUE
7.02E-05,16,simple,small,FALSE
7.19E-05,16,simple,small,TRUE
0.0001032,16,order,small,FALSE
6.01E-05,16,order,small,TRUE
5.97E-05,2,simple,mid,FALSE
4.13E-05,2,simple,mid,TRUE
3.45E-05,2,order,mid,FALSE
7.15E-05,2,order,mid,TRUE
6.49E-05,4,simple,mid,FALSE
7.24E-05,4,simple,mid,TRUE
6.66E-05,4,order,mid,FALSE
7.04E-05,4,order,mid,TRUE
5.67E-05,8,simple,mid,FALSE
4.74E-05,8,simple,mid,TRUE
6.76E-05,8,order,mid,FALSE
7.98E-05,8,order,mid,TRUE
0.0001216,16,simple,mid,FALSE
8.43E-05,16,simple,mid,TRUE
8.11E-05,16,order,mid,FALSE
8.73E-05,16,order,mid,TRUE
6.44E-05,2,simple,mid,FALSE
6.32E-05,2,simple,mid,TRUE
5.19E-05,2,order,mid,FALSE
7.64E-05,2,order,mid,TRUE
7.20E-05,4,simple,mid,FALSE
7.94E-05,4,simple,mid,TRUE
7.01E-05,4,order,mid,FALSE
7.56E-05,4,order,mid,TRUE
7.33E-05,8,simple,mid,FALSE
7.63E-05,8,simple,mid,TRUE
6.59E-05,8,order,mid,FALSE
0.000153,8,order,mid,TRUE
7.59E-05,16,simple,mid,FALSE
8.70E-05,16,simple,mid,TRUE
7.90E-05,16,order,mid,FALSE
7.90E-05,16,ord0.0052058,2,simple
